"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-11","0.00","98","76","80"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-12","0.00","97","77","80"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-13","0.00","99","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-14","0.00","95","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-15","0.00","96","74","79"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-16","0.00","95","75","79"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-17","0.00","94","75","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-18","0.15","96","74","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-19","0.19","92","73","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-20","0.20","80","73","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-21","0.01","84","73","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-22","0.00","91","73","78"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-23","0.00","91","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-24","0.00","97","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-25","0.00","96","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-26","0.00","93","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-27","0.00","96","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-28","0.00","99","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-29","0.00","97","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-06-30","0.00","98","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-01","0.00","98","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-02","0.00","101","77","78"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-03","0.00","98","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-04","0.00","101","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-05","2.25","98","72","72"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-06","0.00","90","71",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-07","0.39","94","72","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-08","0.12","92","71","73"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-09","0.07","91","72","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-10","0.35","81","72","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-11","0.00","92","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-12","0.00","93","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-13","0.00","95","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-14","0.00","94","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-15","0.00","95","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-16","0.00","94","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-17","0.00","97","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-18","0.00","97","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-19","0.00","100","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-20","0.00","101","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-21","0.00","101","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-22","0.00","100","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-23","0.00","102","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-24","0.00","105","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-25","0.00","101","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-26","0.00","98","71",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-27","0.00","97","69",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-28","0.00","97","67",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-29","0.00","98","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-30","0.00","101","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-07-31","0.00","100","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-01","0.12","92","69","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-02","0.00","98","66",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-03","0.00","95","65",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-04","0.00","96","68",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-05","0.00","97","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-06","0.00","92","71",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-07","0.00","96","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-08","0.00","96","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-09","0.00","98","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-10","0.00","99","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-11","0.20","96","75","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-12","0.00","89","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-13","0.76","84","72","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-14","0.00","95","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-15","0.00","97","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-16","0.00","97","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-17","0.00","99","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-18","0.00","99","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-19","0.00","99","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-20","0.00","99","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-21","0.00","99","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-22","0.00","100","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-23","0.00","100","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-24","0.00","99","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-25","0.00","99","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-26","0.00","99","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-27","0.00","98","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-28","0.00","99","78",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-29","0.00","100","79",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-30","0.00","99","77",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-08-31","0.00","98","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-01","0.00","95","74","80"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-02","0.00","97","72",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-03","0.00","97","76",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-04","5.10","96","69","73"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-05","0.34","86","73","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-06","0.01","93","75","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-07","0.47","89","74","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-08","0.00","91","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-09","1.90","89","73","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-10","0.99","82","71","71"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-11","1.36","73","70","71"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-12","0.79","84","71","73"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-13","0.00","88","73","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-14","0.21","87","73","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-15","1.16","85","73","73"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-16","0.68","79","73","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-17","0.63","82","68","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-18","0.01","90","68","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-19","0.00","90","74","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-20","0.25","89","76","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-21","0.10","87","75","79"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-22","0.94","87","72","72"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-23","0.00","75","64",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-24","0.00","78","65",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-25","0.00","87","69",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-26","0.00","92","76","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-27","0.00","89","66","67"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-28","0.00","80","62",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-29","0.00","82","62",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-09-30","0.06","79","69","72"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-01","0.01","84","70","73"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-02","0.04","86","70","74"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-03","0.04","86","74","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-04","0.00","88","74",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-05","0.00","88","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-06","0.00","88","75",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-07","0.09","89","75","75"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-08","0.02","85","75","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-09","1.16","82","72","76"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-10","1.09","80","62","68"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-11","0.00","81","61",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-12","0.00","74","61",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-13","0.00","84","64",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-14","0.07","87","75","77"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-15","0.83","88","53","53"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-16","0.55","58","45","48"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-17","0.02","52","46","51"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-18","0.00","59","50",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-19","0.61","61","52","61"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-20","0.17","66","61","64"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-21","0.00","72","60",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-22","0.00","70","53",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-23","0.47","64","50","52"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-24","0.21","63","50","57"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-25","0.64","63","57","58"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-26","0.00","71","51",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-27","0.00","80","52",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-28","0.00","82","50",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-29","0.00","81","51",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-30","0.00","81","58",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-10-31","0.00","82","68",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-01","0.15","81","52","52"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-02","0.00","69","41",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-03","0.00","74","41",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-04","0.00","77","47",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-05","0.02","71","55","63"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-06","0.00","71","59",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-07","0.00","79","62",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-08","0.02","82","64","65"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-09","0.94","67","49","50"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-10","0.03","56","48","48"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-11","0.01","54","45","48"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-12","0.20","54","46","51"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-13","0.02","53","36","37"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-14","0.00","47","22","31"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-15","0.00","58","31","36"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-16","0.00","65","28",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-17","0.00","68","31",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-18","0.02","71","39","51"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-19","0.00","63","47","47"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-20","0.00","53","47",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-21","0.00","62","38",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-22","0.04","51","40","51"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-23","0.00","61","50",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-24","0.00","74","43",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-25","0.00","70","49",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-26","0.00","49","46","46"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-27","0.00","62","31","43"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-28","0.00","63","43","45"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-29","0.00","68","42","53"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-11-30","0.02","73","46","66"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-01","0.00","79","54","63"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-02","0.00","74","41",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-03","0.00","52","49","52"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-04","0.00","58","43",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-05","0.00","46","45","46"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-06","0.00","54","45",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-07","0.28","64","53","53"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-08","1.55","56","45","45"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-09","0.00","49","38",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-10","0.00","57","31","43"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-11","0.00","61","29","34"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-12",,"59","29",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-13",,"64","50",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-14",,"69","43","44"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-15","0.00","57","37",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-16","0.00","71","29","45"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-17","0.00","69","45","46"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-18","0.00","70","36","50"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-19","0.30","67","44",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-20","0.03","70","48","55"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-21","0.00","65","32","36"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-22","0.00","68","31",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-23","0.00","77","33","52"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-24","0.00","65","40",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-25","0.00","74","61",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-26","0.15","72","63","66"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-27","0.30","72","50","53"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-28",,"71","45",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-29",,"59","42","43"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-30","0.90","47","40","40"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-31","0.19","43","40","41"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2019-01-01","0.01","59","34",
